Date,Meal,Food,Weekday
"Wednesday, April 3, 2019",Dinner,Tzatziki Sauce,
"Wednesday, April 3, 2019",Lunch,Turkey & Provolone Panini w/Roasted Apples & Honey Mustard,
"Wednesday, April 3, 2019",Lunch,Margarita Pizza on Multigrain Crust,
"Wednesday, April 3, 2019",Lunch,Spicy Vegetable and Potato Curry,
"Wednesday, April 3, 2019",Lunch,Curly French Fries,
"Wednesday, April 3, 2019",Lunch,Honey Fried Spinach with Sherry,
"Wednesday, April 3, 2019",Lunch,"Steamed Broccoli, Carrots and Cauliflower",
"Wednesday, April 3, 2019",Lunch,Spicy Roasted Chickpeas,
"Wednesday, April 3, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, April 3, 2019",Breakfast,Sliced Ham,
"Wednesday, April 3, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, April 3, 2019",Breakfast,Cheddar Cheese,
"Wednesday, April 3, 2019",Breakfast,Cream of Wheat,
"Wednesday, April 3, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, April 3, 2019",Breakfast,Hummus,
"Wednesday, April 3, 2019",Breakfast,Blueberry Scone,
"Wednesday, April 3, 2019",Breakfast,Blueberries,
"Wednesday, April 3, 2019",Breakfast,Malted Belgian Waffles,
"Wednesday, April 3, 2019",Breakfast,Multi-Grain Waffles,
"Wednesday, April 3, 2019",Breakfast,Pancake Syrup,
"Wednesday, April 3, 2019",Breakfast,Steel Cut Oatmeal,
"Wednesday, April 3, 2019",Breakfast,Strawberry Sauce,
"Wednesday, April 3, 2019",Breakfast,Vegan Belgian Waffles,
"Wednesday, April 3, 2019",Breakfast,Whipped Topping,
"Tuesday, April 2, 2019",Dinner,Chicken & Cabbage Potsticker,
"Tuesday, April 2, 2019",Dinner,Emerald Beef and Vegetable Stir-Fry,
"Tuesday, April 2, 2019",Dinner,Tofu Vegetable Lo Mein,
"Tuesday, April 2, 2019",Dinner,Scallion Fried Brown Rice,
"Tuesday, April 2, 2019",Dinner,Butternnut Squash with Bulgogi Sauce,
"Tuesday, April 2, 2019",Dinner,Steamed Bok Choy,
"Tuesday, April 2, 2019",Dinner,Adzuki Bean Stew,
"Tuesday, April 2, 2019",Dinner,BBQ Korean Tofu,
"Tuesday, April 2, 2019",Dinner,Bulgogi Chicken,
"Tuesday, April 2, 2019",Dinner,Chopped Scallions,
"Tuesday, April 2, 2019",Dinner,Kimchi,
"Tuesday, April 2, 2019",Dinner,Korean Pickled Cucumber,
"Tuesday, April 2, 2019",Dinner,Leaf Lettuce,
"Tuesday, April 2, 2019",Dinner,Ssamjang Sauce,
"Tuesday, April 2, 2019",Dinner,Sticky Rice,
"Tuesday, April 2, 2019",Lunch,Rosemary Lemon Garlic Roasted Chicken,
"Tuesday, April 2, 2019",Lunch,Shrimp & Monterey Jack Quesadilla with Peppers & Tomato,
"Tuesday, April 2, 2019",Lunch,Eggplant Provencal Vin Rouge,
"Tuesday, April 2, 2019",Lunch,Lemon Herbed Orzo,
"Tuesday, April 2, 2019",Lunch,Roasted Broccoli Rabe with Garlic & Lemon,
"Tuesday, April 2, 2019",Lunch,Steamed Carrots,
"Tuesday, April 2, 2019",Lunch,Sour Cream,
"Tuesday, April 2, 2019",Lunch,Thick and Chunky Mild Salsa,
"Tuesday, April 2, 2019",Lunch,Mediterranean Split Pea,
"Tuesday, April 2, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, April 2, 2019",Breakfast,Sliced Ham,
"Tuesday, April 2, 2019",Breakfast,Broccoli Onion & Cheese Frittata,
"Tuesday, April 2, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, April 2, 2019",Breakfast,Cheddar Cheese,
"Tuesday, April 2, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, April 2, 2019",Breakfast,Hummus,
"Tuesday, April 2, 2019",Breakfast,Whole Wheat Chocolate Muffin,
"Tuesday, April 2, 2019",Breakfast,Blueberries,
"Tuesday, April 2, 2019",Breakfast,Malted Belgian Waffles,
"Tuesday, April 2, 2019",Breakfast,Multi-Grain Waffles,
"Tuesday, April 2, 2019",Breakfast,Pancake Syrup,
"Tuesday, April 2, 2019",Breakfast,Steel Cut Oatmeal,
"Tuesday, April 2, 2019",Breakfast,Strawberry Sauce,
"Tuesday, April 2, 2019",Breakfast,Vegan Belgian Waffles,
"Tuesday, April 2, 2019",Breakfast,Whipped Topping,
"Monday, April 1, 2019",Dinner,Chicken Piccatta,
"Monday, April 1, 2019",Dinner,Meatballs in Marinara Sauce,
"Monday, April 1, 2019",Dinner,Vegetarian Eggplant Meatballs,
"Monday, April 1, 2019",Dinner,Toasted Farro And Barley,
"Monday, April 1, 2019",Dinner,Parmesan Roasted Cauliflower,
"Monday, April 1, 2019",Dinner,Sauteed Swiss Chard with Garlic,
"Monday, April 1, 2019",Dinner,Barilla Plus Spaghetti in Sauce,
"Monday, April 1, 2019",Dinner,Apples,
"Monday, April 1, 2019",Dinner,Balsamic Vinegar,
"Monday, April 1, 2019",Dinner,Bulgur Wheat Pilaf,
"Monday, April 1, 2019",Dinner,Chicken Breast,
"Monday, April 1, 2019",Dinner,Goat Cheese,
"Monday, April 1, 2019",Dinner,Kale,
"Monday, April 1, 2019",Dinner,Sliced Sweet Potatoes,
"Monday, April 1, 2019",Dinner,Toasted Sliced Almonds,
"Monday, April 1, 2019",Lunch,Farfale with Italian Sausage and Kale,
"Monday, April 1, 2019",Lunch,Popcorn Chicken,
"Monday, April 1, 2019",Lunch,Spanish Pisto Manchego,
"Monday, April 1, 2019",Lunch,Tater Tots,
"Monday, April 1, 2019",Lunch,Orange Glazed Beets,
"Monday, April 1, 2019",Lunch,Steamed Broccoli,
"Monday, April 1, 2019",Lunch,Duck Sauce,
"Monday, April 1, 2019",Lunch,Honey Mustard Sauce,
"Monday, April 1, 2019",Lunch,Sweet Honey BBQ Sauce,
"Monday, April 1, 2019",Lunch,"Roasted Lentils with Eggplant, Tomato, Fresh Basil & Mint",
"Monday, April 1, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Monday, April 1, 2019",Breakfast,Sliced Ham,
"Monday, April 1, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, April 1, 2019",Breakfast,Cheddar Cheese,
"Monday, April 1, 2019",Breakfast,Grits,
"Monday, April 1, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, April 1, 2019",Breakfast,Hummus,
"Monday, April 1, 2019",Breakfast,Assorted Mini Danish,
"Monday, April 1, 2019",Breakfast,Blueberries,
"Monday, April 1, 2019",Breakfast,Malted Belgian Waffles,
"Monday, April 1, 2019",Breakfast,Multi-Grain Waffles,
"Monday, April 1, 2019",Breakfast,Pancake Syrup,
"Monday, April 1, 2019",Breakfast,Steel Cut Oatmeal,
"Monday, April 1, 2019",Breakfast,Strawberry Sauce,
"Monday, April 1, 2019",Breakfast,Vegan Belgian Waffles,
"Monday, April 1, 2019",Breakfast,Whipped Topping,
"Sunday, March 31, 2019",Dinner,Asian Pork Loin,
"Sunday, March 31, 2019",Dinner,Roasted Coconut Ginger & Red Curry Chicken Thighs,
"Sunday, March 31, 2019",Dinner,Beijing Style Crispy Tofu,
"Sunday, March 31, 2019",Dinner,Sticky Rice,
"Sunday, March 31, 2019",Dinner,Sauteed Collard Greens,
"Sunday, March 31, 2019",Dinner,Steamed Carrots,
"Sunday, March 31, 2019",Dinner,Roasted Corn Edamame with Kale,
"Sunday, March 31, 2019",Dinner,Banana,
"Sunday, March 31, 2019",Dinner,Butterscotch Topping,
"Sunday, March 31, 2019",Dinner,Caramel Dessert Sauce,
"Sunday, March 31, 2019",Dinner,Chocolate Chips,
"Sunday, March 31, 2019",Dinner,Hot Fudge,
"Sunday, March 31, 2019",Dinner,Lactaid Ice Cream,
"Sunday, March 31, 2019",Dinner,Maraschino Cherry Halves,
"Sunday, March 31, 2019",Dinner,Rainbow Jimmies,
"Sunday, March 31, 2019",Dinner,Richardson's Ice Cream,
"Sunday, March 31, 2019",Dinner,Whipped Topping,
"Sunday, March 31, 2019",Dinner,Baguette,
"Sunday, March 31, 2019",Dinner,White Round Country Loaf,
"Sunday, March 31, 2019",Dinner,Whole Grain Bread,
"Sunday, March 31, 2019",Lunch,Assorted Bagels,
"Sunday, March 31, 2019",Lunch,Bacon,
"Sunday, March 31, 2019",Lunch,French Toast,
"Sunday, March 31, 2019",Lunch,Maple Fried Chicken,
"Sunday, March 31, 2019",Lunch,Scrambled Cage Free Eggs,
"Sunday, March 31, 2019",Lunch,Smoked Salmon Platter,
"Sunday, March 31, 2019",Lunch,Steamed Whole Green Beans,
"Sunday, March 31, 2019",Lunch,Sweet Potato Hashbrowns,
"Sunday, March 31, 2019",Lunch,Blueberries,
"Sunday, March 31, 2019",Lunch,Malted Belgian Waffles,
"Sunday, March 31, 2019",Lunch,Multi-Grain Waffles,
"Sunday, March 31, 2019",Lunch,Pancake Syrup,
"Sunday, March 31, 2019",Lunch,Steel Cut Oatmeal,
"Sunday, March 31, 2019",Lunch,Strawberry Sauce,
"Sunday, March 31, 2019",Lunch,Whipped Topping,
"Saturday, March 30, 2019",Dinner,Baked Meatloaf,
"Saturday, March 30, 2019",Dinner,Buffalo Chicken Fingers,
"Saturday, March 30, 2019",Dinner,Vegetable Lasagna,
"Saturday, March 30, 2019",Dinner,Mashed Potatoes,
"Saturday, March 30, 2019",Dinner,Roasted Broccoli Rabe with Garlic & Lemon,
"Saturday, March 30, 2019",Dinner,Vignole (Warm Spring Vegetable Salad with Pesto),
"Saturday, March 30, 2019",Dinner,Brown Gravy,
"Saturday, March 30, 2019",Dinner,Mediterranean Split Pea,
"Saturday, March 30, 2019",Dinner,Blueberries,
"Saturday, March 30, 2019",Dinner,Chocolate Sunflower Seed Butter,
"Saturday, March 30, 2019",Dinner,Confectionary Sugar,
"Saturday, March 30, 2019",Dinner,Crepes,
"Saturday, March 30, 2019",Dinner,Fresh Sliced Strawberries,
"Saturday, March 30, 2019",Dinner,Ricotta Cream,
"Saturday, March 30, 2019",Dinner,Toasted Sliced Almonds,
"Saturday, March 30, 2019",Dinner,Whipped Topping,
"Saturday, March 30, 2019",Lunch,Grilled Chicken Breast,
"Saturday, March 30, 2019",Lunch,Philly Cheese Steak Sub,
"Saturday, March 30, 2019",Lunch,Kale & Potato Enchilada Bake,
"Saturday, March 30, 2019",Lunch,Steamed Corn on the Cob,
"Saturday, March 30, 2019",Lunch,Sauteed Spinach with Garlic,
"Saturday, March 30, 2019",Lunch,Stewed Tomatoes,
"Saturday, March 30, 2019",Lunch,Spicy Black Beans,
"Saturday, March 30, 2019",Lunch,Buffalo Cauliflower,
"Saturday, March 30, 2019",Lunch,Buffalo Chicken Wings,
"Saturday, March 30, 2019",Breakfast,Turkey Sausage,
"Saturday, March 30, 2019",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, March 30, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, March 30, 2019",Breakfast,Scrambled Cage Free Eggs,
"Saturday, March 30, 2019",Breakfast,Corn Muffin,
"Saturday, March 30, 2019",Breakfast,"Fruit, Grapefruit",
"Saturday, March 30, 2019",Breakfast,Harvard Fruit Salad,
"Saturday, March 30, 2019",Breakfast,Blueberries,
