Date,Meal,Food,Weekday
"Sunday, February 10, 2019",Lunch,Pork Sausage Pattie,
"Sunday, February 10, 2019",Lunch,Scrambled Cage Free Eggs,
"Sunday, February 10, 2019",Lunch,Smoked Salmon Platter,
"Sunday, February 10, 2019",Lunch,Steamed Broccoli,
"Sunday, February 10, 2019",Lunch,Strawberry Cream Cheese,
"Sunday, February 10, 2019",Lunch,White Bean Stew,
"Sunday, February 10, 2019",Lunch,Whole Wheat Blueberry Muffin,
"Sunday, February 10, 2019",Lunch,Blueberries,
"Sunday, February 10, 2019",Lunch,Malted Belgian Waffles,
"Sunday, February 10, 2019",Lunch,Multi-Grain Waffles,
"Sunday, February 10, 2019",Lunch,Pancake Syrup,
"Sunday, February 10, 2019",Lunch,Steel Cut Oatmeal,
"Sunday, February 10, 2019",Lunch,Strawberry Sauce,
"Sunday, February 10, 2019",Lunch,Whipped Topping,
"Saturday, February 9, 2019",Dinner,Breaded and Baked Pork Chops,
"Saturday, February 9, 2019",Dinner,General Gao's Chicken,
"Saturday, February 9, 2019",Dinner,"Portobello Mushroom with Quinoa, Squash & Edamame Stuffing",
"Saturday, February 9, 2019",Dinner,Brown Rice,
"Saturday, February 9, 2019",Dinner,Roasted Eggplant with Chinese 5-Spice,
"Saturday, February 9, 2019",Dinner,Steamed Local Seasonal Squash,
"Saturday, February 9, 2019",Dinner,Applesauce,
"Saturday, February 9, 2019",Dinner,Lentils with Roasted Apples and Shallots,
"Saturday, February 9, 2019",Dinner,Cilantro,
"Saturday, February 9, 2019",Dinner,Crumbled Chorizo Sausage,
"Saturday, February 9, 2019",Dinner,"Dressing, Blue Cheese",
"Saturday, February 9, 2019",Dinner,Nacho Cheese Sauce,
"Saturday, February 9, 2019",Dinner,Pico De Gallo Sauce,
"Saturday, February 9, 2019",Dinner,Roasted Corn & Black Beans,
"Saturday, February 9, 2019",Dinner,Sliced Jalapeno Peppers,
"Saturday, February 9, 2019",Dinner,Sweet Potato  Tots,
"Saturday, February 9, 2019",Dinner,Tater Tots,
"Saturday, February 9, 2019",Dinner,Vegetarian Taco Crumbles,
"Saturday, February 9, 2019",Dinner,Western Style Guacamole,
"Saturday, February 9, 2019",Lunch,Grilled Chicken,
"Saturday, February 9, 2019",Lunch,Spicy Chicken with Chilies,
"Saturday, February 9, 2019",Lunch,Egg & Cheese Croissant,
"Saturday, February 9, 2019",Lunch,Shredded Hashbrowns,
"Saturday, February 9, 2019",Lunch,Chefs Choice,
"Saturday, February 9, 2019",Lunch,Steamed Carrots,
"Saturday, February 9, 2019",Lunch,Homemade Refried Beans,
"Saturday, February 9, 2019",Lunch,Cage-Free Egg Whites,
"Saturday, February 9, 2019",Lunch,Diced Fresh Tomatoes,
"Saturday, February 9, 2019",Lunch,Diced Onions,
"Saturday, February 9, 2019",Lunch,Diced Peppers,
"Saturday, February 9, 2019",Lunch,Scrambled Cage Free Eggs,
"Saturday, February 9, 2019",Lunch,Shredded Yellow Cheddar Cheese,
"Saturday, February 9, 2019",Lunch,Sliced Mushrooms,
"Saturday, February 9, 2019",Breakfast,Bacon,
"Saturday, February 9, 2019",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, February 9, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, February 9, 2019",Breakfast,Scrambled Cage Free Eggs,
"Saturday, February 9, 2019",Breakfast,Cinnamon Coffee Cake Muffin,
"Saturday, February 9, 2019",Breakfast,Blueberries,
"Saturday, February 9, 2019",Breakfast,Malted Belgian Waffles,
"Saturday, February 9, 2019",Breakfast,Multi-Grain Waffles,
"Saturday, February 9, 2019",Breakfast,Pancake Syrup,
"Saturday, February 9, 2019",Breakfast,Steel Cut Oatmeal,
"Saturday, February 9, 2019",Breakfast,Strawberry Sauce,
"Saturday, February 9, 2019",Breakfast,Whipped Topping,
"Friday, February 8, 2019",Dinner,Turkey Meatballs Marsala Sauce,
"Friday, February 8, 2019",Dinner,5 Cheese Tortellini with Spinach & Mushroom,
"Friday, February 8, 2019",Dinner,Beyond Burger,
"Friday, February 8, 2019",Dinner,Tater Tots,
"Friday, February 8, 2019",Dinner,Sauteed Peas and Mushrooms,
"Friday, February 8, 2019",Dinner,Steamed Carrots,
"Friday, February 8, 2019",Dinner,Brioche Rolls,
"Friday, February 8, 2019",Dinner,Seasoned Edamame Beans,
"Friday, February 8, 2019",Dinner,Angel Cake,
"Friday, February 8, 2019",Dinner,Fresh Black Berries,
"Friday, February 8, 2019",Dinner,Fresh Blueberries,
"Friday, February 8, 2019",Dinner,Fresh Driscoll Strawberries,
"Friday, February 8, 2019",Dinner,Pound Cake,
"Friday, February 8, 2019",Dinner,Whipped Topping,
"Friday, February 8, 2019",Lunch,Basil Chicken Pizza,
"Friday, February 8, 2019",Lunch,English Style Battered Red's Best Fresh Local Fish,
"Friday, February 8, 2019",Lunch,Grilled Chickpea Cakes with Pineapple Salsa,
"Friday, February 8, 2019",Lunch,"Couscous with Chickpeas, Cranberries and Cilantro",
"Friday, February 8, 2019",Lunch,Saute Vegetable Medley,
"Friday, February 8, 2019",Lunch,Steamed Green Peas,
"Friday, February 8, 2019",Lunch,Boston Baked Beans,
"Friday, February 8, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Friday, February 8, 2019",Breakfast,Sliced Ham,
"Friday, February 8, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Friday, February 8, 2019",Breakfast,Cheddar Cheese,
"Friday, February 8, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Friday, February 8, 2019",Breakfast,Hummus,
"Friday, February 8, 2019",Breakfast,Cinnamon Roll,
"Friday, February 8, 2019",Breakfast,Blueberries,
"Friday, February 8, 2019",Breakfast,Malted Belgian Waffles,
"Friday, February 8, 2019",Breakfast,Multi-Grain Waffles,
"Friday, February 8, 2019",Breakfast,Pancake Syrup,
"Friday, February 8, 2019",Breakfast,Steel Cut Oatmeal,
"Friday, February 8, 2019",Breakfast,Strawberry Sauce,
"Friday, February 8, 2019",Breakfast,Whipped Topping,
"Thursday, February 7, 2019",Dinner,"Molasses, Soy Glazed Pork Loin with Sesame Seeds",
"Thursday, February 7, 2019",Dinner,Teriyaki Chicken with Scallions and Garlic,
"Thursday, February 7, 2019",Dinner,Vegetable Potsticker,
"Thursday, February 7, 2019",Dinner,Vegetable Lo Mein with Teriyaki Glaze,
"Thursday, February 7, 2019",Dinner,Roasted Broccoli with Orange Zest,
"Thursday, February 7, 2019",Dinner,Steamed Butternut Squash,
"Thursday, February 7, 2019",Dinner,Sweet & Sour Garbanzo Beans,
"Thursday, February 7, 2019",Lunch,American Style Beef Stroganoff,
"Thursday, February 7, 2019",Lunch,Crispy Flounder with Daikon Sauce,
"Thursday, February 7, 2019",Lunch,Grilled 3 Cheese Sandwich,
"Thursday, February 7, 2019",Lunch,Egg Twist Noodles,
"Thursday, February 7, 2019",Lunch,Roasted Peppered Turnips,
"Thursday, February 7, 2019",Lunch,Stir-Fried Green Beans,
"Thursday, February 7, 2019",Lunch,Asian Rice & Beans,
"Thursday, February 7, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, February 7, 2019",Breakfast,Sliced Ham,
"Thursday, February 7, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, February 7, 2019",Breakfast,Cheddar Cheese,
"Thursday, February 7, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, February 7, 2019",Breakfast,Hummus,
"Thursday, February 7, 2019",Breakfast,Spinach and Mushroom Quiche,
"Thursday, February 7, 2019",Breakfast,Cranberry Orange Muffin,
"Thursday, February 7, 2019",Breakfast,Blueberries,
"Thursday, February 7, 2019",Breakfast,Malted Belgian Waffles,
"Thursday, February 7, 2019",Breakfast,Multi-Grain Waffles,
"Thursday, February 7, 2019",Breakfast,Pancake Syrup,
"Thursday, February 7, 2019",Breakfast,Steel Cut Oatmeal,
"Thursday, February 7, 2019",Breakfast,Strawberry Sauce,
"Thursday, February 7, 2019",Breakfast,Whipped Topping,
"Wednesday, February 6, 2019",Dinner,Chicken with Green Curry Sauce,
"Wednesday, February 6, 2019",Dinner,Fresh Seared Swordfish,
"Wednesday, February 6, 2019",Dinner,Cajun Black Bean Cakes with Corn Salsa,
"Wednesday, February 6, 2019",Dinner,Plantains,
"Wednesday, February 6, 2019",Dinner,Steamed Snowpeas,
"Wednesday, February 6, 2019",Dinner,Succotash with Edamame,
"Wednesday, February 6, 2019",Dinner,Caribbean Beans with Salsa,
"Wednesday, February 6, 2019",Dinner,Baguette,
"Wednesday, February 6, 2019",Dinner,Bread and Butter Pickles,
"Wednesday, February 6, 2019",Dinner,Giardiniera Pickles,
"Wednesday, February 6, 2019",Dinner,Pickled Beets,
"Wednesday, February 6, 2019",Dinner,Sliced Genoa Salami,
"Wednesday, February 6, 2019",Dinner,Sliced Mortadella,
"Wednesday, February 6, 2019",Dinner,Sliced Proscuitto,
"Wednesday, February 6, 2019",Dinner,Sweet Gherkin Pickle,
"Wednesday, February 6, 2019",Lunch,Chicken and Cheese Enchiladas,
"Wednesday, February 6, 2019",Lunch,Dan Dan Noodles,
"Wednesday, February 6, 2019",Lunch,Kale & Goat Cheese Multigrain Pizza w/Balsamic Drizzle,
"Wednesday, February 6, 2019",Lunch,Mexican Rice,
"Wednesday, February 6, 2019",Lunch,Saut�ed Zucchini,
"Wednesday, February 6, 2019",Lunch,Steamed Vegetable Medley,
"Wednesday, February 6, 2019",Lunch,Spicy Black Beans,
"Wednesday, February 6, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, February 6, 2019",Breakfast,Sliced Ham,
"Wednesday, February 6, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, February 6, 2019",Breakfast,Cheddar Cheese,
"Wednesday, February 6, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, February 6, 2019",Breakfast,Hummus,
"Wednesday, February 6, 2019",Breakfast,Blueberry Scone,
"Wednesday, February 6, 2019",Breakfast,Blueberries,
"Wednesday, February 6, 2019",Breakfast,Malted Belgian Waffles,
"Wednesday, February 6, 2019",Breakfast,Multi-Grain Waffles,
"Wednesday, February 6, 2019",Breakfast,Pancake Syrup,
"Wednesday, February 6, 2019",Breakfast,Steel Cut Oatmeal,
"Wednesday, February 6, 2019",Breakfast,Strawberry Sauce,
"Wednesday, February 6, 2019",Breakfast,Whipped Topping,
"Tuesday, February 5, 2019",Dinner,Broiled Honey-Ginger Salmon,
"Tuesday, February 5, 2019",Dinner,Herb Roasted Chicken,
"Tuesday, February 5, 2019",Dinner,"Penne with Roasted Cauliflower, Kale and White Bean",
"Tuesday, February 5, 2019",Dinner,Roasted Russet Potato Wedges,
"Tuesday, February 5, 2019",Dinner,Roasted Parsnips,
"Tuesday, February 5, 2019",Dinner,Steamed Broccoli,
"Tuesday, February 5, 2019",Dinner,Great Northern White Beans in Tomato Dill Sauce,
"Tuesday, February 5, 2019",Dinner,BBQ Beef,
"Tuesday, February 5, 2019",Dinner,BBQ Korean Tofu,
"Tuesday, February 5, 2019",Dinner,Chopped Scallions,
"Tuesday, February 5, 2019",Dinner,Kimchee,
"Tuesday, February 5, 2019",Dinner,Korean Pickled Cucumber,
"Tuesday, February 5, 2019",Dinner,Leaf Lettuce,
"Tuesday, February 5, 2019",Dinner,Ssamjang Sauce,
"Tuesday, February 5, 2019",Dinner,Sticky Rice,
"Tuesday, February 5, 2019",Lunch,Chicken Tikka Masala,
"Tuesday, February 5, 2019",Lunch,Pork Dumplings,
"Tuesday, February 5, 2019",Lunch,Hummus Florentine Sandwich,
"Tuesday, February 5, 2019",Lunch,Basmati Rice,
"Tuesday, February 5, 2019",Lunch,Sauteed Kale with Miso Dressing,
"Tuesday, February 5, 2019",Lunch,Steamed Carrots,
"Tuesday, February 5, 2019",Lunch,Applaloosa Beans,
"Tuesday, February 5, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, February 5, 2019",Breakfast,Sliced Ham,
"Tuesday, February 5, 2019",Breakfast,Broccoli Onion & Cheese Frittata,
"Tuesday, February 5, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, February 5, 2019",Breakfast,Cheddar Cheese,
"Tuesday, February 5, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, February 5, 2019",Breakfast,Hummus,
"Tuesday, February 5, 2019",Breakfast,Whole Wheat Chocolate Muffin,
"Tuesday, February 5, 2019",Breakfast,Blueberries,
"Tuesday, February 5, 2019",Breakfast,Malted Belgian Waffles,
"Tuesday, February 5, 2019",Breakfast,Multi-Grain Waffles,
"Tuesday, February 5, 2019",Breakfast,Pancake Syrup,
"Tuesday, February 5, 2019",Breakfast,Steel Cut Oatmeal,
"Tuesday, February 5, 2019",Breakfast,Strawberry Sauce,
"Tuesday, February 5, 2019",Breakfast,Whipped Topping,
"Monday, February 4, 2019",Dinner,Beef Stew,
"Monday, February 4, 2019",Dinner,Shrimp with Fettucini,
"Monday, February 4, 2019",Dinner,Ultra Grain Penne with Wild Mushroom Ragout,
"Monday, February 4, 2019",Dinner,Barley Risotto,
"Monday, February 4, 2019",Dinner,Maple Roasted Butternut Squash,
"Monday, February 4, 2019",Dinner,Steamed Corn,
"Monday, February 4, 2019",Dinner,Baked Beans Calcutta,
"Monday, February 4, 2019",Dinner,Chopped Scallions,
"Monday, February 4, 2019",Dinner,Diced Red Onions,
"Monday, February 4, 2019",Dinner,Goat Cheese,
"Monday, February 4, 2019",Dinner,Pomegranate Dressing,
"Monday, February 4, 2019",Dinner,Red Quinoa,
"Monday, February 4, 2019",Dinner,Roasted Butternut Squash,
"Monday, February 4, 2019",Dinner,Sauteed Kale,
"Monday, February 4, 2019",Dinner,Seasoned Edamame Beans,
"Monday, February 4, 2019",Lunch,Popcorn Chicken,
"Monday, February 4, 2019",Lunch,Tomato Beef Macaroni,
"Monday, February 4, 2019",Lunch,Tofu Scramble,
"Monday, February 4, 2019",Lunch,French Fries,
"Monday, February 4, 2019",Lunch,Sauteed Button Mushrooms,
"Monday, February 4, 2019",Lunch,Steamed Broccoli,
"Monday, February 4, 2019",Lunch,Duck Sauce,
"Monday, February 4, 2019",Lunch,Honey Mustard Sauce,
"Monday, February 4, 2019",Lunch,Sweet Honey BBQ Sauce,
"Monday, February 4, 2019",Lunch,Mediterranean Split Pea,
"Monday, February 4, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Monday, February 4, 2019",Breakfast,Sliced Ham,
"Monday, February 4, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, February 4, 2019",Breakfast,Cheddar Cheese,
"Monday, February 4, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, February 4, 2019",Breakfast,Hummus,
"Monday, February 4, 2019",Breakfast,Assorted Mini Danish,
"Monday, February 4, 2019",Breakfast,Blueberries,
"Monday, February 4, 2019",Breakfast,Malted Belgian Waffles,
"Monday, February 4, 2019",Breakfast,Multi-Grain Waffles,
"Monday, February 4, 2019",Breakfast,Pancake Syrup,
"Monday, February 4, 2019",Breakfast,Steel Cut Oatmeal,
"Monday, February 4, 2019",Breakfast,Strawberry Sauce,
"Monday, February 4, 2019",Breakfast,Whipped Topping,
"Sunday, February 3, 2019",Dinner,Mesquite Rotisserie Chicken,
"Sunday, February 3, 2019",Dinner,Turmeric Haddock with Rice Noodles Scallions & Dill,
"Sunday, February 3, 2019",Dinner,Eggplant Parmesan,
"Sunday, February 3, 2019",Dinner,Scalloped Potatoes,
"Sunday, February 3, 2019",Dinner,Sauteed Mixed Fresh Vegetables,
"Sunday, February 3, 2019",Dinner,Steamed Swiss Chard,
"Sunday, February 3, 2019",Dinner,Wheatberries and White Beans,
"Sunday, February 3, 2019",Dinner,Banana,
"Sunday, February 3, 2019",Dinner,Butterscotch Topping,
"Sunday, February 3, 2019",Dinner,Caramel Dessert Sauce,
"Sunday, February 3, 2019",Dinner,Chocolate Chips,
"Sunday, February 3, 2019",Dinner,Hot Fudge,
"Sunday, February 3, 2019",Dinner,Lactaid Ice Cream,
"Sunday, February 3, 2019",Dinner,Maraschino Cherry Halves,
"Sunday, February 3, 2019",Dinner,Rainbow Jimmies,
"Sunday, February 3, 2019",Dinner,Richardson's Ice Cream,
"Sunday, February 3, 2019",Dinner,Whipped Topping,
"Sunday, February 3, 2019",Dinner,Baguette,
"Sunday, February 3, 2019",Dinner,White Round Country Loaf,
"Sunday, February 3, 2019",Dinner,Whole Grain Bread,
"Sunday, February 3, 2019",Lunch,Assorted Bagels,
"Sunday, February 3, 2019",Lunch,Bacon,
"Sunday, February 3, 2019",Lunch,Chicken Breast Stuffed with Broccoli & Swiss Cheese,
"Sunday, February 3, 2019",Lunch,French Toast,
"Sunday, February 3, 2019",Lunch,Garden Cream Cheese,
"Sunday, February 3, 2019",Lunch,Grapefruit,
"Sunday, February 3, 2019",Lunch,Harvard Fruit Salad,
"Sunday, February 3, 2019",Lunch,"Mushroom, Onion & Cheese Frittata",
"Sunday, February 3, 2019",Lunch,Peach Melba Tea Bread,
"Sunday, February 3, 2019",Lunch,Scrambled Cage Free Eggs,
"Sunday, February 3, 2019",Lunch,Smoked Salmon Platter,
"Sunday, February 3, 2019",Lunch,Steamed Whole Green Beans,
"Sunday, February 3, 2019",Lunch,Strawberry Cream Cheese,
"Sunday, February 3, 2019",Lunch,Sweet Potato Hashbrowns,
"Sunday, February 3, 2019",Lunch,Blueberries,
"Sunday, February 3, 2019",Lunch,Malted Belgian Waffles,
"Sunday, February 3, 2019",Lunch,Multi-Grain Waffles,
"Sunday, February 3, 2019",Lunch,Pancake Syrup,
"Sunday, February 3, 2019",Lunch,Steel Cut Oatmeal,
"Sunday, February 3, 2019",Lunch,Strawberry Sauce,
"Sunday, February 3, 2019",Lunch,Whipped Topping,
"Saturday, February 2, 2019",Dinner,Cider Roasted Pork Loin,
"Saturday, February 2, 2019",Dinner,Herb Roasted Chicken with Cacciatore Sauce,
"Saturday, February 2, 2019",Dinner,"Multigrain Penne, Spinach, Chick Peas & Garlic",
"Saturday, February 2, 2019",Dinner,Bulgur Wheat Pilaf,
"Saturday, February 2, 2019",Dinner,Sauteed Red Cabbage with Apples,
"Saturday, February 2, 2019",Dinner,Steamed Whole Green Beans,
"Saturday, February 2, 2019",Dinner,Cilantro,
"Saturday, February 2, 2019",Dinner,Crumbled Chorizo Sausage,
"Saturday, February 2, 2019",Dinner,"Dressing, Blue Cheese",
"Saturday, February 2, 2019",Dinner,Nacho Cheese Sauce,
"Saturday, February 2, 2019",Dinner,Pico De Gallo Sauce,
"Saturday, February 2, 2019",Dinner,Roasted Corn & Black Beans,
"Saturday, February 2, 2019",Dinner,Sliced Jalapeno Peppers,
"Saturday, February 2, 2019",Dinner,Sweet Potato  Tots,
"Saturday, February 2, 2019",Dinner,Tater Tots,
"Saturday, February 2, 2019",Dinner,Vegetarian Taco Crumbles,
"Saturday, February 2, 2019",Dinner,Western Style Guacamole,
"Saturday, February 2, 2019",Lunch,Denver Breakfast Sandwich with Ham,
"Saturday, February 2, 2019",Lunch,Grilled Chicken,
"Saturday, February 2, 2019",Lunch,Pepperoni Pizza,
"Saturday, February 2, 2019",Lunch,Cheese Pizza,
"Saturday, February 2, 2019",Lunch,Tater Tots,
"Saturday, February 2, 2019",Lunch,Ratatouille,
"Saturday, February 2, 2019",Lunch,Steamed Corn,
"Saturday, February 2, 2019",Lunch,White Bean Ragout,
"Saturday, February 2, 2019",Lunch,Cage-Free Egg Whites Cooked to Order,
"Saturday, February 2, 2019",Lunch,Diced Fresh Tomatoes,
"Saturday, February 2, 2019",Lunch,Diced Onions,
"Saturday, February 2, 2019",Lunch,Diced Peppers,
"Saturday, February 2, 2019",Lunch,Scrambled Cage Free Eggs,
"Saturday, February 2, 2019",Lunch,Shredded Yellow Cheddar Cheese,
"Saturday, February 2, 2019",Lunch,Sliced Mushrooms,
"Saturday, February 2, 2019",Lunch,Southwestern Scrambled Cage Free Eggs,
"Saturday, February 2, 2019",Breakfast,Turkey Sausage,
"Saturday, February 2, 2019",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, February 2, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, February 2, 2019",Breakfast,Scrambled Cage Free Eggs,
"Saturday, February 2, 2019",Breakfast,Corn Muffin,
"Saturday, February 2, 2019",Breakfast,Blueberries,
"Saturday, February 2, 2019",Breakfast,Malted Belgian Waffles,
"Saturday, February 2, 2019",Breakfast,Multi-Grain Waffles,
"Saturday, February 2, 2019",Breakfast,Pancake Syrup,
"Saturday, February 2, 2019",Breakfast,Steel Cut Oatmeal,
"Saturday, February 2, 2019",Breakfast,Strawberry Sauce,
"Saturday, February 2, 2019",Breakfast,Whipped Topping,
"Friday, February 1, 2019",Dinner,St. Louis Style Pork Baby Back Ribs,
"Friday, February 1, 2019",Dinner,Turkey Burger,
"Friday, February 1, 2019",Dinner,Vegetable Pot Pie with Biscuits,
"Friday, February 1, 2019",Dinner,Mashed Potatoes,
"Friday, February 1, 2019",Dinner,Sauteed Cajun Cabbage,
"Friday, February 1, 2019",Dinner,Steamed Vegetable Medley,
"Friday, February 1, 2019",Dinner,Brioche Rolls,
"Friday, February 1, 2019",Dinner,Black-Eyed Pea and Peppers,
"Friday, February 1, 2019",Dinner,Cannoli Filling,
"Friday, February 1, 2019",Dinner,Cannoli Shells,
"Friday, February 1, 2019",Dinner,Caramel Dessert Sauce,
"Friday, February 1, 2019",Dinner,Chocolate Chips,
"Friday, February 1, 2019",Dinner,Chocolate Sauce,
"Friday, February 1, 2019",Dinner,Confectionary Sugar,
"Friday, February 1, 2019",Dinner,Oreo Cookie Crumb Topping,
"Friday, February 1, 2019",Lunch,"""Local Fresh Catch"" Fried",
"Friday, February 1, 2019",Lunch,Chicken Vindaloo,
"Friday, February 1, 2019",Lunch,"Roasted Vegetable Panini made with Eggplant, Pepper & Squash",
"Friday, February 1, 2019",Lunch,Basmati Rice,
"Friday, February 1, 2019",Lunch,Broccoli Parmesan,
"Friday, February 1, 2019",Lunch,Steamed Green Peas,
"Friday, February 1, 2019",Lunch,Baked Cowboy Beans,
"Friday, February 1, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Friday, February 1, 2019",Breakfast,Sliced Ham,
"Friday, February 1, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Friday, February 1, 2019",Breakfast,Cheddar Cheese,
"Friday, February 1, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Friday, February 1, 2019",Breakfast,Hummus,
"Friday, February 1, 2019",Breakfast,Cinnamon Roll,
"Friday, February 1, 2019",Breakfast,Blueberries,
"Friday, February 1, 2019",Breakfast,Malted Belgian Waffles,
"Friday, February 1, 2019",Breakfast,Multi-Grain Waffles,
"Friday, February 1, 2019",Breakfast,Pancake Syrup,
"Friday, February 1, 2019",Breakfast,Steel Cut Oatmeal,
"Friday, February 1, 2019",Breakfast,Strawberry Sauce,
"Friday, February 1, 2019",Breakfast,Whipped Topping,
"Thursday, January 31, 2019",Dinner,"Fettucine with Chicken, Spinach & Sundried Tomato",
"Thursday, January 31, 2019",Dinner,Fried Calamari RI Style,
"Thursday, January 31, 2019",Dinner,Black Eyed Pea Paella,
"Thursday, January 31, 2019",Dinner,"Quinoa, Tomatoes and Scallion",
"Thursday, January 31, 2019",Dinner,Herbed Mushrooms with Wine Sauce,
"Thursday, January 31, 2019",Dinner,Steamed Cauliflower,
"Thursday, January 31, 2019",Dinner,Green Lentils and Sage,
"Thursday, January 31, 2019",Lunch,BBQ Pulled Pork,
"Thursday, January 31, 2019",Lunch,Beef Meatballs in Marinara Sauce,
"Thursday, January 31, 2019",Lunch,Spicy Nacho Grilled Cheese Sandwich,
"Thursday, January 31, 2019",Lunch,"Vegan ""Meat""balls",
"Thursday, January 31, 2019",Lunch,Barilla Plus Spaghetti in Sauce,
"Thursday, January 31, 2019",Lunch,Sweet Potato Fries,
"Thursday, January 31, 2019",Lunch,Sauteed Swiss Chard with Garlic,
"Thursday, January 31, 2019",Lunch,Steamed Carrots,
"Thursday, January 31, 2019",Lunch,Classic Cole Slaw,
"Thursday, January 31, 2019",Lunch,Hamburger Rolls,
"Thursday, January 31, 2019",Lunch,Cannellini Beans w/ Chive,
"Thursday, January 31, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, January 31, 2019",Breakfast,Sliced Ham,
"Thursday, January 31, 2019",Breakfast,Broccoli and Cheddar Quiche,
"Thursday, January 31, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, January 31, 2019",Breakfast,Cheddar Cheese,
"Thursday, January 31, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, January 31, 2019",Breakfast,Hummus,
"Thursday, January 31, 2019",Breakfast,Whole Wheat Chocolate Muffin,
"Thursday, January 31, 2019",Breakfast,Blueberries,
"Thursday, January 31, 2019",Breakfast,Malted Belgian Waffles,
"Thursday, January 31, 2019",Breakfast,Multi-Grain Waffles,
"Thursday, January 31, 2019",Breakfast,Pancake Syrup,
"Thursday, January 31, 2019",Breakfast,Steel Cut Oatmeal,
"Thursday, January 31, 2019",Breakfast,Strawberry Sauce,
"Thursday, January 31, 2019",Breakfast,Whipped Topping,
"Wednesday, January 30, 2019",Dinner,Chicken Breast with Pico Da Gallo,
"Wednesday, January 30, 2019",Dinner,Fresh Seared Swordfish,
"Wednesday, January 30, 2019",Dinner,Lentil Shepherd's Pie,
"Wednesday, January 30, 2019",Dinner,Roasted Red Bliss Potatoes,
"Wednesday, January 30, 2019",Dinner,Sauteed Spinach with Garlic & Lemon,
"Wednesday, January 30, 2019",Dinner,Succotash with Edamame,
"Wednesday, January 30, 2019",Dinner,Cannelini Beans with Lemon & Spinach,
"Wednesday, January 30, 2019",Dinner,Baguette,
"Wednesday, January 30, 2019",Dinner,Bread and Butter Pickles,
"Wednesday, January 30, 2019",Dinner,Giardiniera Pickles,
"Wednesday, January 30, 2019",Dinner,Pickled Beets,
"Wednesday, January 30, 2019",Dinner,Sliced Genoa Salami,
"Wednesday, January 30, 2019",Dinner,Sliced Mortadella,
"Wednesday, January 30, 2019",Dinner,Sliced Proscuitto,
"Wednesday, January 30, 2019",Dinner,Sweet Gherkin Pickle,
"Wednesday, January 30, 2019",Lunch,Red Spiced Chicken,
"Wednesday, January 30, 2019",Lunch,Three-Cheese Multigrain Rotini Bake with Sausage Sauce,
"Wednesday, January 30, 2019",Lunch,Green Garbanzo Falafel Sandwich,
"Wednesday, January 30, 2019",Lunch,Roasted Barley Pilaf,
"Wednesday, January 30, 2019",Lunch,Steamed Local Seasonal Squash,
"Wednesday, January 30, 2019",Lunch,Stir Fry Vegetables,
"Wednesday, January 30, 2019",Lunch,Diced Tomatoes,
"Wednesday, January 30, 2019",Lunch,Shredded Lettuce,
"Wednesday, January 30, 2019",Lunch,Tahini Sauce,
"Wednesday, January 30, 2019",Lunch,"Tuscan Chickpeas with Garlic, Spinach and Tomatoes",
"Wednesday, January 30, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, January 30, 2019",Breakfast,Sliced Ham,
"Wednesday, January 30, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, January 30, 2019",Breakfast,Cheddar Cheese,
"Wednesday, January 30, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, January 30, 2019",Breakfast,Hummus,
"Wednesday, January 30, 2019",Breakfast,Raspberry White Chocolate Scone,
"Wednesday, January 30, 2019",Breakfast,Blueberries,
"Wednesday, January 30, 2019",Breakfast,Malted Belgian Waffles,
"Wednesday, January 30, 2019",Breakfast,Multi-Grain Waffles,
"Wednesday, January 30, 2019",Breakfast,Pancake Syrup,
"Wednesday, January 30, 2019",Breakfast,Steel Cut Oatmeal,
